- ΤΕΝΕΡΓ - 
Ημ/νία,Κλείσιμο,ΜΕΤ.%,Άνοιγμα,Υψηλό,Χαμηλό,Όγκος,Τζίρος
18/9/2020,"11,7000","0,1712%","11,68","11,9","11,56",275.454,"3.221.831,30"
17/9/2020,"11,6800","-0,1709%","11,52","11,8","11,52",137.739,"1.609.227,98"
16/9/2020,"11,7000","1,2111%","11,56","11,82","11,46",105.894,"1.232.286,06"
15/9/2020,"11,5600","0,5217%","11,46","11,64","11,42",85.610,"987.565,18"
14/9/2020,"11,5000","-0,5190%","11,86","11,86","11,48",126.796,"1.469.302,74"
11/9/2020,"11,5600","-0,1727%","11,58","11,84","11,48",131.453,"1.519.166,87"
10/9/2020,"11,5800","-2,6891%","11,92","11,92","11,54",220.366,"2.568.845,73"
09/9/2020,"11,9000","-0,1678%","11,8","11,92","11,66",97.999,"1.157.756,96"
08/9/2020,"11,9200","-0,6667%","11,9","12,02","11,8",289.413,"3.426.174,08"
07/9/2020,"12,0000","0,5025%","12,18","12,18","11,96",97.280,"1.171.708,02"
04/9/2020,"11,9400","-0,5000%","11,84","11,98","11,8",166.280,"1.981.079,78"
03/9/2020,"12,0000","0,0000%","12,02","12,06","11,9",43.678,"524.441,88"
02/9/2020,"12,0000","0,8403%","11,9","12,04","11,8",90.424,"1.081.340,30"
01/9/2020,"11,9000","0,3373%","11,82","12,02","11,76",82.127,"976.653,20"
31/8/2020,"11,8600","0,0000%","11,8","12,04","11,7",119.014,"1.412.021,00"
28/8/2020,"11,8600","-0,6700%","11,86","11,94","11,8",129.132,"1.531.767,34"
27/8/2020,"11,9400","1,1864%","11,8","12,06","11,78",119.427,"1.424.589,30"
26/8/2020,"11,8000","4,4248%","11,24","11,8","11,18",128.658,"1.473.171,32"
25/8/2020,"11,3000","-2,2491%","11,58","11,68","11,22",106.182,"1.205.225,70"
24/8/2020,"11,5600","-0,5164%","11,6","11,7","11,54",91.902,"1.066.114,48"
21/8/2020,"11,6200","-0,5137%","11,56","11,62","11,46",119.194,"1.376.312,30"
20/8/2020,"11,6800","0,6897%","11,5","11,68","11,3",65.609,"754.179,42"
19/8/2020,"11,6000","-1,5280%","11,6","11,7","11,52",48.394,"562.583,44"
18/8/2020,"11,7800","0,0000%","11,78","11,8","11,5",65.943,"768.660,76"
17/8/2020,"11,7800","-0,8418%","11,8","11,8","11,48",42.038,"489.974,90"
14/8/2020,"11,8800","1,1925%","11,74","11,88","11,52",46.920,"550.560,18"
13/8/2020,"11,7400","0,5137%","11,48","11,82","11,48",40.889,"477.513,54"
12/8/2020,"11,6800","0,0000%","11,52","11,68","11,32",135.928,"1.559.402,72"
11/8/2020,"11,6800","-2,6667%","11,86","11,86","11,58",165.453,"1.933.290,34"
10/8/2020,"12,0000","2,2147%","11,74","12,4","11,5",186.651,"2.219.089,92"
07/8/2020,"11,7400","0,6861%","11,66","11,76","11,54",53.415,"622.713,54"
06/8/2020,"11,6600","0,8651%","11,54","11,82","11,54",62.720,"734.321,06"
05/8/2020,"11,5600","3,2143%","11,24","11,62","11,24",134.671,"1.543.018,20"
04/8/2020,"11,2000","1,8182%",11,"11,2","10,82",63.432,"702.290,48"
03/8/2020,"11,0000","-0,3623%","11,04","11,14","10,98",30.934,"340.652,24"
31/7/2020,"11,0400","2,6022%","10,74","11,14","10,74",96.059,"1.050.084,90"
30/7/2020,"10,7600","-0,3704%","10,7","10,86","10,6",42.833,"460.856,48"
29/7/2020,"10,8000","0,3717%","10,7","10,86","10,7",72.330,"779.413,20"
28/7/2020,"10,7600","2,0873%","10,64","10,76","10,6",43.378,"464.591,80"
27/7/2020,"10,5400","-2,2263%","10,78","10,78","10,54",33.995,"361.647,72"
24/7/2020,"10,7800","0,7477%","10,48","10,78","10,48",87.754,"936.682,88"
23/7/2020,"10,7000","0,3752%","10,66","10,74","10,52",51.963,"553.014,42"
22/7/2020,"10,6600","1,5238%","10,42","10,66","10,42",84.746,"891.732,76"
21/7/2020,"10,5000","-2,5974%","10,8","10,86","10,38",220.437,"2.349.967,54"
20/7/2020,"10,7800","1,6981%","10,74","10,78","10,52",44.765,"477.112,36"
17/7/2020,"10,6000","1,1450%","10,5","10,82","10,36",129.291,"1.378.882,94"
16/7/2020,"10,4800","3,7624%","10,26","10,7","10,14",119.967,"1.254.881,64"
15/7/2020,"10,1000","2,0202%","9,94","10,36","9,92",155.238,"1.556.077,32"
14/7/2020,"9,9000","-0,5025%","9,88","9,95","9,84",43.352,"428.854,24"
13/7/2020,"9,9500","0,3024%","9,92",10,"9,72",58.837,"582.110,27"
10/7/2020,"9,9200","-0,6012%","9,95","9,99","9,84",42.780,"423.115,30"
09/7/2020,"9,9800","0,1003%","9,84","10,04","9,84",399.476,"3.988.151,04"
08/7/2020,"9,9700","-0,2002%","10,02","10,02","9,92",143.830,"1.435.138,59"
07/7/2020,"9,9900","-0,2994%",10,"10,14","9,88",194.555,"1.934.732,06"
06/7/2020,"10,0200","1,1100%","9,91","10,02","9,7",135.697,"1.351.404,07"
03/7/2020,"9,9100","0,0000%","9,98","9,98","9,84",78.750,"779.708,36"
02/7/2020,"9,9100","2,4819%","9,7","9,92","9,67",139.847,"1.376.454,08"
01/7/2020,"9,6700","0,6243%","9,62","9,7","9,59",134.800,"1.301.764,67"
30/6/2020,"9,6100","1,4784%","9,44","9,63","9,41",75.919,"723.435,51"
29/6/2020,"9,4700","0,3178%","9,44","9,5","9,4",80.305,"759.998,67"
26/6/2020,"9,4400","0,6397%","9,36","9,45","9,32",126.891,"1.193.726,17"
25/6/2020,"9,3800","-0,2128%","9,35","9,4","9,3",113.958,"1.068.737,44"
24/6/2020,"9,4000","-0,6342%","9,44","9,45","9,33",120.955,"1.136.211,19"
23/6/2020,"9,4600","0,0000%","9,42","9,5","9,42",97.420,"922.855,86"
22/6/2020,"9,4600","-2,1717%","9,71","9,71","9,38",105.785,"1.002.869,51"
19/6/2020,"9,6700","2,7630%","9,31","9,67","9,31",271.776,"2.611.792,67"
18/6/2020,"9,4100","-0,9474%","9,58","9,58","9,34",65.034,"614.967,70"
17/6/2020,"9,5000","0,1054%","9,54","9,54","9,45",88.967,"843.626,79"
16/6/2020,"9,4900","1,7149%","9,23","9,55","9,23",82.211,"780.698,06"
15/6/2020,"9,3300","0,9740%","9,2","9,33","9,15",73.569,"676.862,85"
12/6/2020,"9,2400","-0,6452%","9,17","9,3","9,17",143.199,"1.320.660,07"
11/6/2020,"9,3000","-0,9585%","9,39","9,44","9,11",108.780,"1.011.648,97"
10/6/2020,"9,3900","-0,8448%","9,39","9,53","9,18",99.941,"938.701,05"
09/6/2020,"9,4700","-0,6296%","9,48","9,75","9,41",111.136,"1.058.346,56"
05/6/2020,"9,5300","0,1050%","9,6","9,67","9,5",110.737,"1.061.099,27"
04/6/2020,"9,5200","0,9544%","9,4","9,52","9,1",242.633,"2.257.980,52"
03/6/2020,"9,4300","-4,5547%","9,88","9,92","9,3",222.214,"2.105.331,31"
02/6/2020,"9,8800","0,3046%","9,87","9,96","9,8",56.870,"561.935,31"
01/6/2020,"9,8500","-1,8924%","10,02","10,1","9,65",185.007,"1.833.878,98"
29/5/2020,"10,0400","0,7021%","9,96","10,2","9,95",401.452,"4.019.311,30"
28/5/2020,"9,9700","-0,1002%",10,10,"9,93",202.516,"2.017.814,59"
27/5/2020,"9,9800","0,2008%",10,10,"9,93",194.323,"1.937.101,87"
26/5/2020,"9,9600","-0,4000%",10,10,"9,8",267.049,"2.656.125,70"
25/5/2020,"10,0000","2,4590%","9,9","10,1","9,8",157.071,"1.565.822,04"
22/5/2020,"9,7600","5,6277%","9,24","9,84","9,18",162.696,"1.562.662,74"
21/5/2020,"9,2400","0,4348%","9,38","9,38","9,12",78.991,"726.241,97"
20/5/2020,"9,2000","4,6644%","8,79","9,29","8,79",168.724,"1.533.982,36"
19/5/2020,"8,7900","1,1507%","8,69","8,79","8,69",85.283,"746.934,43"
18/5/2020,"8,6900","1,4002%","8,69","8,72","8,66",59.803,"519.653,02"
15/5/2020,"8,5700","0,1168%","8,6","8,7","8,57",123.883,"1.068.811,39"
14/5/2020,"8,5600","1,9048%","8,4","8,59","8,31",99.424,"844.890,10"
13/5/2020,"8,4000","0,5988%","8,22","8,4","8,22",71.323,"594.206,39"
12/5/2020,"8,3500","-0,2389%","8,33","8,36","8,32",39.437,"329.092,84"
11/5/2020,"8,3700","0,7220%","8,43","8,43","8,32",23.836,"198.883,16"
08/5/2020,"8,3100","0,1205%","8,3","8,4","8,15",49.148,"406.344,00"
07/5/2020,"8,3000","0,4843%","8,2","8,33","8,2",51.596,"427.582,96"
06/5/2020,"8,2600","-0,9592%","8,36","8,36","8,23",51.488,"426.081,92"
05/5/2020,"8,3400","1,0909%","8,25","8,42","8,25",50.839,"423.693,82"
04/5/2020,"8,2500","-3,2825%","8,53","8,53","8,23",79.725,"661.134,99"
30/4/2020,"8,5300","0,4711%","8,49","8,6","8,4",106.405,"905.798,59"
29/4/2020,"8,4900","1,9208%","8,18","8,49","8,09",152.089,"1.268.817,70"
28/4/2020,"8,3300","-1,0689%","8,22","8,4","8,22",49.052,"409.085,90"
27/4/2020,"8,4200","2,1845%","8,2","8,42","8,11",177.836,"1.481.720,71"
24/4/2020,"8,2400","0,4878%","8,19","8,26","8,06",119.200,"979.036,57"
23/4/2020,"8,2000","1,6109%","8,07","8,26","8,03",231.010,"1.881.326,39"
22/4/2020,"8,0700","-0,1238%","7,9","8,09","7,9",45.095,"363.497,32"
21/4/2020,"8,0800","-1,7032%","7,98","8,1","7,94",104.927,"843.855,80"
16/4/2020,"8,2200","2,4938%","8,02","8,23",8,99.098,"808.183,15"
15/4/2020,"8,0200","-2,0757%","8,19","8,19",8,116.599,"941.167,91"
14/4/2020,"8,1900","3,8023%","7,88","8,19","7,82",126.878,"1.015.869,79"
09/4/2020,"7,8900","0,0000%","7,9","7,98","7,79",160.736,"1.265.120,69"
08/4/2020,"7,8900","2,3346%","7,5","7,9","7,5",146.146,"1.144.905,78"
07/4/2020,"7,7100","2,9372%","7,55","7,79","7,55",164.313,"1.272.603,23"
06/4/2020,"7,4900","4,1725%","7,35","7,51","7,24",81.980,"609.720,27"
03/4/2020,"7,1900","-1,1004%","7,09","7,23","7,09",52.107,"374.333,17"
02/4/2020,"7,2700","2,3944%","7,22","7,38","7,06",63.812,"462.259,73"
01/4/2020,"7,1000","-2,6063%","7,3","7,3","7,06",112.967,"804.669,22"
31/3/2020,"7,2900","-1,2195%","7,35","7,45","7,28",89.785,"659.238,09"
30/3/2020,"7,3800","2,7855%","7,18","7,38",7,79.616,"577.824,12"
27/3/2020,"7,1800","-2,3129%","7,34","7,34","6,99",99.473,"709.044,52"
26/3/2020,"7,3500","-0,2714%","7,2","7,37","7,08",176.336,"1.277.024,94"
24/3/2020,"7,3700","5,7389%","7,17","7,45","7,09",186.442,"1.376.439,56"
23/3/2020,"6,9700","-2,9248%",7,"7,15","6,7",95.933,"671.453,53"
20/3/2020,"7,1800","6,5282%","7,2","7,2","6,95",217.916,"1.546.770,28"
19/3/2020,"6,7400","4,0123%","6,6","6,9","6,4",263.322,"1.750.647,21"
18/3/2020,"6,4800","2,0472%","6,02","6,92","6,02",234.362,"1.509.549,42"
17/3/2020,"6,3500","9,8616%","5,96","6,41","5,53",192.323,"1.161.211,38"
16/3/2020,"5,7800","-5,7096%","5,75","5,9","5,44",322.026,"1.836.813,48"
13/3/2020,"6,1300","-4,0689%","6,39","6,63","6,04",479.164,"3.002.553,38"
12/3/2020,"6,3900","-8,4527%","6,4","6,65","6,31",339.874,"2.197.978,17"
11/3/2020,"6,9800","-0,2857%","6,9","7,11","6,57",468.180,"3.192.453,16"
10/3/2020,"7,0000","4,0119%","6,9","7,14","6,9",501.676,"3.509.307,78"
09/3/2020,"6,7300","-14,2675%","6,99","7,14","6,67",546.784,"3.747.470,53"
06/3/2020,"7,8500","-2,8465%","7,95",8,"7,8",292.991,"2.300.471,66"
05/3/2020,"8,0800","-3,8095%","8,4","8,4","8,02",279.010,"2.270.870,48"
04/3/2020,"8,4000","3,0675%","8,1","8,5","8,09",257.986,"2.152.288,17"
03/3/2020,"8,1500","8,0902%","8,09","8,3","7,8",187.158,"1.510.178,23"
28/2/2020,"7,5400","-4,4360%","7,5","7,69","7,22",478.044,"3.587.989,17"
27/2/2020,"7,8900","-2,7127%","7,97","8,18","7,79",358.905,"2.850.250,87"
26/2/2020,"8,1100","-4,0237%","8,2","8,31",8,249.419,"2.036.295,67"
25/2/2020,"8,4500","3,9360%","8,13","8,45","7,95",139.685,"1.144.640,58"
24/2/2020,"8,1300","-8,1356%","8,45","8,5","7,91",249.520,"2.061.833,23"
21/2/2020,"8,8500","-0,5618%","8,94","8,94","8,76",237.662,"2.102.526,23"
20/2/2020,"8,9000","1,0216%","8,82","8,94","8,8",84.193,"748.987,97"
19/2/2020,"8,8100","1,0321%","8,75","8,85","8,74",184.267,"1.623.648,52"
18/2/2020,"8,7200","-0,3429%","8,77","8,8","8,65",121.744,"1.062.359,94"
17/2/2020,"8,7500","0,9227%","8,67","8,75","8,64",41.805,"364.030,08"
14/2/2020,"8,6700","0,8140%","8,59","8,69","8,55",24.245,"209.012,79"
13/2/2020,"8,6000","0,9390%","8,52","8,6","8,4",127.299,"1.083.559,77"
12/2/2020,"8,5200","-0,6993%","8,58","8,69","8,52",27.481,"236.613,70"
11/2/2020,"8,5800","1,1792%","8,45","8,68","8,42",32.777,"281.030,74"
10/2/2020,"8,4800","0,9524%","8,27","8,48","8,27",86.524,"728.290,96"
07/2/2020,"8,4000","-2,0979%","8,58","8,67","8,4",251.515,"2.159.598,21"
06/2/2020,"8,5800","1,4184%","8,49","8,58","8,4",55.753,"474.703,16"
05/2/2020,"8,4600","1,5606%","8,33","8,5","8,32",74.610,"629.820,71"
04/2/2020,"8,3300","2,3342%","8,14","8,39","8,14",138.731,"1.151.631,91"
03/2/2020,"8,1400","0,2463%","8,1","8,17","7,99",43.266,"349.289,05"
30/1/2020,"8,1200","-1,8138%","8,2","8,24","8,04",39.483,"320.528,75"
29/1/2020,"8,2700","-0,6010%","8,32","8,4","8,27",58.062,"483.730,08"
28/1/2020,"8,3200","0,0000%","8,33","8,34","8,26",71.341,"593.452,44"
27/1/2020,"8,3200","0,2410%","8,3","8,32","8,11",81.888,"676.494,78"
24/1/2020,"8,3000","1,3431%","8,14","8,3","8,14",79.251,"655.568,95"
23/1/2020,"8,1900","-1,2063%","8,16","8,24","8,13",73.389,"601.043,87"
22/1/2020,"8,2900","0,6068%","8,24","8,3","8,13",42.265,"347.981,13"
21/1/2020,"8,2400","-0,3628%","8,3","8,31","8,07",101.261,"830.342,10"
20/1/2020,"8,2700","-0,1208%","8,28","8,32","8,21",66.235,"547.781,14"
17/1/2020,"8,2800","0,0000%","8,2","8,29","8,1",58.462,"480.189,76"
16/1/2020,"8,2800","1,8450%","8,13","8,28","7,9",127.895,"1.045.101,14"
15/1/2020,"8,1300","1,7522%",8,"8,13","7,97",91.337,"735.415,53"
14/1/2020,"7,9900","1,7834%","7,87","7,99","7,84",86.354,"685.739,66"
13/1/2020,"7,8500","1,0296%","7,8","7,9","7,8",56.760,"445.788,11"
10/1/2020,"7,7700","1,1719%","7,68","7,82","7,68",36.399,"282.746,20"
09/1/2020,"7,6800","-0,1300%","7,81","7,81","7,67",62.054,"479.117,59"
08/1/2020,"7,6900","-2,2872%","7,79","7,79","7,59",132.482,"1.016.858,16"
07/1/2020,"7,8700","0,8974%","7,69","7,88","7,69",89.989,"704.169,92"
03/1/2020,"7,8000","-1,5152%","7,84","7,89","7,66",58.812,"455.405,86"
02/1/2020,"7,9200","3,3943%","7,67","7,95","7,67",80.667,"630.875,77"
31/12/2019,"7,6600","0,0000%","7,74","7,75","7,66",29.619,"227.737,73"
30/12/2019,"7,6600","-0,5195%","7,7","7,8","7,6",92.564,"715.047,40"
27/12/2019,"7,7000","0,2604%","7,57","7,86","7,55",75.453,"579.503,90"
23/12/2019,"7,6800","-0,3891%","7,8","7,8","7,63",49.329,"379.923,55"
20/12/2019,"7,7100","-2,2814%","7,8","7,94","7,71",218.959,"1.721.172,00"
19/12/2019,"7,8900","0,2541%","7,79","7,9","7,76",58.089,"455.626,26"
18/12/2019,"7,8700","0,6394%","7,8","7,88","7,69",57.171,"446.788,79"
17/12/2019,"7,8200","0,1280%","7,81","7,9","7,75",135.957,"1.066.037,69"
16/12/2019,"7,8100","0,5148%","7,68","7,83","7,68",205.533,"1.603.131,30"
13/12/2019,"7,7700","5,0000%","7,48","7,78","7,4",125.139,"953.576,99"
12/12/2019,"7,4000","0,0000%","7,46","7,46","7,32",289.651,"2.158.412,51"
11/12/2019,"7,4000","0,2710%","7,38","7,42","7,3",69.340,"511.955,02"
10/12/2019,"7,3800","2,0747%","7,17","7,4","7,16",136.477,"995.335,56"
09/12/2019,"7,2300","0,0000%","7,3","7,3","7,14",64.201,"462.482,90"
06/12/2019,"7,2300","0,1385%","7,2","7,29","7,2",37.103,"269.389,97"
05/12/2019,"7,2200","-0,6878%","7,26","7,36","7,22",35.177,"255.263,00"
04/12/2019,"7,2700","-1,7568%","7,4","7,42","7,2",36.319,"264.456,66"
03/12/2019,"7,4000","-0,8043%","7,45","7,46","7,28",83.910,"618.053,26"
02/12/2019,"7,4600","0,2688%","7,44","7,47","7,36",52.621,"391.658,68"
29/11/2019,"7,4400","0,6766%","7,39","7,44","7,3",63.964,"472.927,07"
28/11/2019,"7,3900","2,7816%","7,3","7,39","7,16",28.715,"207.823,13"
27/11/2019,"7,1900","-1,7760%","7,39","7,39","7,14",109.004,"786.805,97"
26/11/2019,"7,3200","-1,2146%","7,35","7,48","7,3",45.949,"337.567,33"
25/11/2019,"7,4100","0,1351%","7,4","7,54","7,33",56.183,"417.165,61"
22/11/2019,"7,4000","0,0000%","7,41","7,44","7,33",16.899,"125.145,13"
21/11/2019,"7,4000","-1,2016%","7,54","7,54","7,35",72.651,"537.475,94"
20/11/2019,"7,4900","1,6282%","7,37","7,51","7,31",40.069,"297.894,71"
19/11/2019,"7,3700","0,2721%","7,35","7,4","7,3",29.393,"215.052,10"
18/11/2019,"7,3500","0,0000%","7,35","7,45","7,27",37.208,"275.268,79"
15/11/2019,"7,3500","0,5472%","7,26","7,4","7,26",57.933,"424.360,19"
14/11/2019,"7,3100","1,3870%","7,34","7,38","7,22",53.103,"387.973,18"
13/11/2019,"7,2100","-0,2766%","7,13","7,37","7,12",72.280,"520.352,01"
12/11/2019,"7,2300","0,9777%","7,1","7,23","7,1",52.049,"374.422,78"
11/11/2019,"7,1600","-1,5131%","7,27","7,4","7,13",29.767,"214.467,58"
08/11/2019,"7,2700","-0,1374%","7,31","7,31","7,26",11.308,"82.331,27"
07/11/2019,"7,2800","0,2755%","7,26","7,32","7,23",16.663,"121.133,62"
06/11/2019,"7,2600","-0,6840%","7,22","7,34","7,22",17.599,"127.958,79"
05/11/2019,"7,3100","0,0000%","7,27","7,31","7,22",36.677,"266.589,47"
04/11/2019,"7,3100","0,0000%","7,31","7,31","7,21",27.631,"200.944,20"
01/11/2019,"7,3100","-0,1366%","7,26","7,33","7,26",16.865,"123.046,98"
31/10/2019,"7,3200","0,9655%","7,29","7,32","7,23",16.504,"120.411,19"
30/10/2019,"7,2500","-0,9563%","7,32","7,4","7,16",64.165,"464.200,97"
29/10/2019,"7,3200","-0,6784%","7,46","7,48","7,29",41.640,"305.610,78"
25/10/2019,"7,3700","0,4087%","7,27","7,41","7,26",39.017,"285.277,32"
24/10/2019,"7,3400","0,1364%","7,45","7,48","7,27",54.883,"402.560,60"
23/10/2019,"7,3300","-0,4076%","7,36","7,4","7,28",43.771,"321.320,43"
22/10/2019,"7,3600","0,2725%","7,34","7,46","7,34",60.708,"448.678,26"
21/10/2019,"7,3400","-0,8108%","7,45","7,45","7,34",30.991,"229.166,10"
18/10/2019,"7,4000","-0,1350%","7,46","7,47","7,37",80.719,"599.059,13"
17/10/2019,"7,4100","1,5068%","7,3","7,46","7,29",90.471,"667.190,40"
16/10/2019,"7,3000","0,6897%","7,25","7,37","7,25",172.436,"1.275.721,40"
15/10/2019,"7,2500","-0,2751%","7,25","7,43","7,22",71.589,"524.703,58"
14/10/2019,"7,2700","-0,2743%","7,34","7,37","7,25",69.274,"505.861,50"
11/10/2019,"7,2900","1,2500%","7,2","7,34","7,19",34.073,"247.798,89"
10/10/2019,"7,2000","0,5587%","7,1","7,24","7,1",40.055,"288.707,71"
09/10/2019,"7,1600","2,2857%","7,09","7,17","6,99",54.705,"386.667,70"
08/10/2019,"7,0000","-1,1299%","7,04","7,09","6,93",48.861,"341.457,18"
07/10/2019,"7,0800","-0,1410%","7,09","7,23","7,08",24.766,"176.661,77"
04/10/2019,"7,0900","1,2857%",7,"7,18","6,95",110.677,"777.788,47"
03/10/2019,"7,0000","-3,1812%","7,16","7,21","6,96",137.243,"968.461,93"
02/10/2019,"7,2300","-1,3643%","7,21","7,25","7,13",84.299,"607.250,58"
01/10/2019,"7,3300","-1,2129%","7,34","7,37","7,26",54.997,"402.792,64"
30/9/2019,"7,4200","-0,6693%","7,47","7,5","7,3",52.577,"389.168,78"
27/9/2019,"7,4700","1,2195%","7,31","7,5","7,31",46.476,"346.442,09"
26/9/2019,"7,3800","2,3578%","7,28","7,38","7,21",147.850,"1.081.595,68"
25/9/2019,"7,2100","-2,9610%","7,43","7,44","7,19",88.846,"648.872,69"
24/9/2019,"7,4300","-0,1344%","7,44","7,5","7,38",30.697,"227.838,65"
23/9/2019,"7,4400","-0,8000%","7,5","7,54","7,41",83.508,"625.383,55"
20/9/2019,"7,5000","0,1335%","7,4","7,5","7,36",152.566,"1.138.388,97"
19/9/2019,"7,4900","0,0000%","7,41","7,55","7,41",105.717,"792.295,05"
18/9/2019,"7,4900","1,7663%","7,37","7,54","7,37",68.040,"508.172,84"
17/9/2019,"7,3600","-0,5405%","7,4","7,48","7,35",85.481,"633.914,62"
16/9/2019,"7,4000","-0,2695%","7,33","7,47","7,33",73.219,"542.887,63"
13/9/2019,"7,4200","3,6313%","7,2","7,47","7,1",155.047,"1.126.501,95"
12/9/2019,"7,1600","-1,2414%","7,2","7,25","7,08",154.243,"1.103.520,17"
11/9/2019,"7,2500","0,1381%","7,24","7,28","7,19",105.445,"763.774,88"
10/9/2019,"7,2400","-4,9869%","7,62","7,62","7,18",402.770,"2.957.961,24"
09/9/2019,"7,6200","-1,9305%","7,77","7,77","7,53",83.466,"637.858,03"
06/9/2019,"7,7700","0,2581%","7,75","7,86","7,68",131.318,"1.023.923,58"
05/9/2019,"7,7500","1,1749%","7,66","7,76","7,56",175.615,"1.339.585,73"
04/9/2019,"7,6600","-2,1711%","7,8","7,81","7,66",87.417,"678.648,90"
03/9/2019,"7,8300","0,0000%","7,83","7,84","7,64",51.361,"398.347,88"
02/9/2019,"7,8300","0,5135%","7,79","7,87","7,62",303.278,"2.340.981,62"
30/8/2019,"7,7900","2,0970%","7,63","7,79","7,63",220.507,"1.705.767,71"
29/8/2019,"7,6300","-0,7802%","7,7","7,78","7,6",328.164,"2.522.355,59"
28/8/2019,"7,6900","3,7787%","7,35","7,7","7,35",294.948,"2.237.338,91"
27/8/2019,"7,4100","1,5068%","7,3","7,41","7,16",155.593,"1.137.491,87"
26/8/2019,"7,3000","-2,2758%","7,42","7,55","7,25",78.475,"580.014,92"
23/8/2019,"7,4700","1,6327%","7,3","7,52","7,3",154.453,"1.149.678,41"
22/8/2019,"7,3500","1,5193%","7,24","7,35","7,24",98.715,"721.955,04"
21/8/2019,"7,2400","-0,8219%","7,25","7,35","7,21",100.853,"733.823,17"
20/8/2019,"7,3000","4,2857%","6,92","7,33","6,92",1.130.908,"7.833.930,52"
19/8/2019,"7,0000","6,8702%","6,65","7,04","6,55",181.572,"1.233.052,72"
16/8/2019,"6,5500","-2,8190%","6,64","6,79","6,55",96.284,"636.288,40"
14/8/2019,"6,7400","-1,0279%","6,75","6,9","6,63",119.536,"804.162,77"
13/8/2019,"6,8100","-1,4472%","6,86","6,9","6,66",111.426,"752.356,34"
12/8/2019,"6,9100","-1,1445%","6,96","7,05","6,77",86.555,"592.239,54"
09/8/2019,"6,9900","-0,8511%","6,99","7,15","6,94",51.892,"362.454,75"
08/8/2019,"7,0500","0,7143%","6,94","7,06","6,9",59.037,"412.131,47"
07/8/2019,"7,0000","-1,4085%","6,99","7,1","6,95",49.667,"347.813,29"
06/8/2019,"7,1000","0,1410%",7,"7,11","6,94",101.960,"715.033,87"
05/8/2019,"7,0900","-1,5278%","7,15","7,2","7,07",113.605,"809.553,78"
02/8/2019,"7,2000","-0,6897%","7,21","7,28","7,19",41.057,"295.579,47"
01/8/2019,"7,2500","0,0000%","7,21","7,32","7,21",157.360,"1.140.396,15"
31/7/2019,"7,2500","-0,2751%","7,22","7,29","7,22",134.994,"978.619,66"
30/7/2019,"7,2700","0,2759%","7,2","7,28","7,2",39.549,"286.576,55"
29/7/2019,"7,2500","-0,2751%","7,21","7,27","7,21",48.752,"353.193,87"
26/7/2019,"7,2700","-0,2743%","7,22","7,3","7,22",95.115,"689.409,32"
25/7/2019,"7,2900","0,5517%","7,2","7,32","7,2",177.578,"1.289.667,14"
24/7/2019,"7,2500","0,8345%","7,13","7,26","7,13",185.505,"1.332.332,26"
23/7/2019,"7,1900","-0,1389%","7,15","7,27","7,1",62.598,"447.328,35"
22/7/2019,"7,2000","-0,2770%","7,18","7,3","7,18",38.663,"278.698,88"
19/7/2019,"7,2200","-0,8242%","7,22","7,28","7,19",78.578,"567.030,29"
18/7/2019,"7,2800","0,1376%","7,21","7,3","7,21",67.110,"486.691,81"
17/7/2019,"7,2700","0,1377%","7,26","7,27","7,16",180.561,"1.300.975,87"
16/7/2019,"7,2600","-0,2747%","7,28","7,29","7,19",90.957,"658.624,38"
15/7/2019,"7,2800","-0,6821%","7,3","7,34","7,21",119.448,"868.605,81"
12/7/2019,"7,3300","-0,5427%","7,3","7,4","7,26",120.272,"879.372,04"
11/7/2019,"7,3700","0,0000%","7,32","7,37","7,3",124.335,"913.117,68"
10/7/2019,"7,3700","4,3909%","7,06","7,37","7,06",186.001,"1.343.716,21"
09/7/2019,"7,0600","-4,3360%","7,38","7,39","7,02",200.327,"1.444.511,41"
08/7/2019,"7,3800","0,5450%","7,4","7,47","7,27",396.213,"2.936.936,56"
05/7/2019,"7,3400","1,9444%","7,24","7,37","7,19",548.815,"3.974.227,02"
04/7/2019,"7,2000","1,1236%","7,12","7,45","7,12",491.551,"3.603.288,81"
03/7/2019,"7,1200","0,8499%","7,02","7,12","7,02",436.866,"3.080.743,42"
02/7/2019,"7,0600","0,1418%","7,01","7,09",7,123.149,"866.598,93"
01/7/2019,"7,0500","0,0000%","7,01","7,08","6,97",176.465,"1.237.936,16"
28/6/2019,"7,0500","0,0000%","7,01","7,08","7,01",58.168,"409.799,07"
27/6/2019,"7,0500","0,2845%","7,01","7,09",7,115.456,"813.878,06"
26/6/2019,"7,0300","0,7163%","6,91","7,03","6,91",214.448,"1.495.981,35"
25/6/2019,"6,9800","-0,2857%","6,95",7,"6,9",64.382,"447.804,35"
24/6/2019,"7,0000","-0,7092%","7,06","7,09","6,93",47.747,"336.190,34"
21/6/2019,"7,0500","2,7697%","6,75","7,05","6,74",152.866,"1.048.830,79"
20/6/2019,"6,8600","0,5865%","6,82","6,96","6,78",95.227,"650.327,67"
19/6/2019,"6,8200","-1,1594%","6,9","6,94","6,81",149.550,"1.025.550,08"
18/6/2019,"6,9000","-1,2876%","6,93","6,95","6,88",93.309,"643.678,66"
14/6/2019,"6,9900","0,2869%","6,93",7,"6,9",63.987,"443.989,36"
13/6/2019,"6,9700","-1,1348%","7,05","7,13","6,97",161.179,"1.133.522,23"
